.id,emRad,RP_max,RP_N,RR,SING_N,SING_rate,DIV_dl,REP_av,N_dl,N_dlp,DET,MEAN_dl,MAX_dl,ENT_dl,ENTrel_dl,CoV_dl,N_vl,N_vlp,LAM_vl,TT_vl,MAX_vl,ENT_vl,ENTrel_vl,CoV_vl,REP_vl,N_hlp,N_hl,LAM_hl,TT_hl,MAX_hl,ENT_hl,ENTrel_hl,CoV_hl,REP_hl,N_hvp,N_hv,LAM_hv,TT_hv,MAX_hv,ENT_hv,ENTrel_hv,CoV_hv,ratios.hv.Nlines_ani,ratios.hv.LAM_ani,ratios.hv.MEAN_ani,ratios.hv.MAX_ani,ratios.hv.ENT_ani,subject_nr,session,subject_nr_n,session_n,gender,age_label,age_days,age_label_mo,age_months,mean_age_mo,mean_age_days,age_days_cS1,age_months_cS1,session_n_0,age_days_0,unique_id,gender_f,subject_nr_f,predm14,predm15,predm16,N_sessions
point_1|session_2,4.85660925206354,33930625,1696535,0.0500001105196265,1046820,0.617034131332392,0.0333333333333333,5.39055585910745,235472,649715,0.382965868667608,2.75920279268873,30,1.14730794498157,0.132332097888841,0.614227727355038,682411,2395941,1.41225556796647,3.51099410765653,58,1.56915206111861,0.180988186356331,0.959182766620121,3.68767998276167,1106384,311692,0.652143339217877,3.54960666298782,57,1.57787491653213,0.18199429266066,0.993938487560417,1.70287587634578,3502325,994103,1.03219945359217,3.52310072497518,58,1.57198911724849,0.181315416365622,0.970404827545238,-0.368200266965516,-0.368200266965516,0.00546873510988328,-0.00869565217391304,0.00277177649745898,point_1,session_2,1,2,1,age_T2_days,311,age_T2_mo,10.2,8.73846153846154,265.846153846154,74.6,2.46,1,0.204741379310345,1_2,boys,dyad 01,0.402479722360732,0.398090939629576,0.401976454621275,5
point_1|session_3,5.50846804450087,33930625,1696535,0.0500001105196265,938283,0.553058439702099,0.0277777777777778,5.95521277886507,243409,758252,0.446941560297901,3.11513543048942,36,1.38671399693523,0.159945525688141,0.725838899411363,841507,3259407,1.92121412172457,3.87329754832699,75,1.71867546852752,0.19823442462432,1.13321023178436,4.29858015541007,1256145,313946,0.740417969567383,4.0011498792786,75,1.75699796381253,0.202654594657643,1.1742040166272,1.656632623455,4515552,1155453,1.33081604564598,3.90803606897035,75,1.72927483170458,0.199456969950221,1.14524585208236,-0.44363612687884,-0.44363612687884,0.0162363559001484,0,0.0110259194458339,point_1,session_3,1,3,1,age_T3_days,337,age_T3_mo,11,9.7,295.923076923077,100.6,3.26,2,0.260775862068966,1_3,boys,dyad 01,0.401620272589474,0.397379161959459,0.400534705183143,5
point_1|session_4,8.28473561598478,33930625,1696535,0.0500001105196265,1037769,0.611699139717129,0.0344827586206897,4.70246035769909,250947,658766,0.388300860282871,2.62512004526852,29,1.04604297052211,0.120652054556537,0.519574217572348,592550,1991995,1.17415496880406,3.36173318707282,61,1.54346767355821,0.178025713287331,0.810143466493295,3.02382788425632,1105826,332779,0.651814433536591,3.32300415591128,61,1.51842029153655,0.175136713325248,0.814448362601234,1.67863247344277,3097821,925329,0.912984701170327,3.34780494289058,61,1.53454191398815,0.176996203734709,0.811702417863599,-0.286062041673809,-0.286062041673809,-0.00579365039707778,0,-0.00818037181869522,point_1,session_4,1,4,1,age_T4_days,365,age_T4_mo,12,10.7076923076923,326.461538461538,128.6,4.26,3,0.321120689655172,1_4,boys,dyad 01,0.396197167230872,0.392609495801931,0.394474602526366,5
point_1|session_6,10.1508530953197,33930625,1696536,0.0500001399915268,1125148,0.663203138630716,0.0416666666666667,5.44212164063649,226930,571388,0.336796861369284,2.5179041995329,24,0.956672880466387,0.110343983774566,0.436170386543974,681415,2091015,1.23252026482197,3.06863658710184,23,1.41931449175581,0.163705712210592,0.570100459663271,3.65953607706147,1018548,336050,0.600369222934261,3.03094182413331,23,1.39152045210951,0.160499908928842,0.57184084841717,1.78258556357501,3109563,1017465,0.916444743878114,3.05618669929678,23,1.41024690505479,0.162659844118958,0.57070518805968,-0.344893157012738,-0.344893157012738,-0.00617989644974383,0,-0.00988817920702187,point_1,session_6,1,6,1,age_T6_days,437,age_T6_mo,14.3,12.775,389.916666666667,200.6,6.56,5,0.476293103448276,1_6,boys,dyad 01,0.36083516265885,0.361282085878097,0.357427436572219,5
point_1|session_7,11.1353950004805,33930625,1696537,0.0500001694634272,1109493,0.653975126979252,0.05,11.6245937272164,242613,587044,0.346024873020748,2.4196724825133,20,0.854275828534144,0.098533365048271,0.363134499293973,1436114,5589229,3.29449284041551,3.89191178416198,78,1.79245130940083,0.206743832964933,0.943947048824023,9.52097117081514,1234919,341627,0.727905727962314,3.61481674457815,78,1.67353501548423,0.19302786183793,0.890729185493638,2.10362255640122,6824148,1777741,2.01119928418891,3.83866266233383,78,1.77029950969611,0.20418881350415,0.935909627937901,-0.638073793241295,-0.638073793241296,-0.0369128893529251,0,-0.0343095104163579,point_1,session_7,1,7,1,age_T7_days,458,age_T7_mo,15,13.7692307692308,419.846153846154,221.6,7.26,6,0.521551724137931,1_7,boys,dyad 01,0.344711916906142,0.346974206853348,0.340799891006966,5
point_10|session_1,6.84041877687163,33930625,1696535,0.0500001105196265,1066163,0.628435605513591,0.0384615384615385,8.41785961305388,239427,630372,0.371564394486409,2.63283589570099,26,1.05497474068333,0.121682257379124,0.518545019415879,1009394,4097651,2.41530590291388,4.05951590756434,77,1.85900878322922,0.214420664787129,0.927418422305021,6.50036962301625,1208732,315746,0.712471007082082,3.82817834588562,77,1.75191465632938,0.202068278885664,0.937772848207462,1.91748999003763,5306383,1325140,1.56388845499798,4.00439425268274,77,1.83421999779524,0.211561491715991,0.930288529531057,-0.544423385948583,-0.544423385948583,-0.0293289210059759,0,-0.0296583765046337,point_10,session_1,10,1,1,age_T1_days,220,age_T1_mo,7.2,7.74,236.4,-16.4,-0.54,0,0.00862068965517241,10_1,boys,dyad 10,0.373892445414267,0.373000225988024,0.376643541857603,7
point_10|session_2,13.3798358216972,33930625,1696534,0.0500000810477261,1093840,0.644749825231914,0.0555555555555556,12.3193295436822,235504,602694,0.355250174768086,2.55916672328283,18,0.979119435588372,0.112933000736108,0.500012059681351,1472477,6158681,3.63015477438118,4.18253120422254,64,1.90912998046076,0.220201713552076,0.978775331466235,10.21858687825,1266105,328846,0.746289199037567,3.85014566088686,64,1.77202646408485,0.204388002830974,0.959536492719695,2.10074266543221,7424786,1801323,2.18822198670937,4.1218515502217,64,1.88499356870577,0.217417786170576,0.976709241048547,-0.658951786623884,-0.658951786623884,-0.0413791752011624,0,-0.037244686130919,point_10,session_2,10,2,1,age_T2_days,243,age_T2_mo,8,8.73846153846154,265.846153846154,6.59999999999999,0.26,1,0.0581896551724138,10_2,boys,dyad 10,0.381559807927272,0.38305766826043,0.381327396173715,7
point_10|session_3,8.46185303971812,33930625,1696535,0.0500001105196265,1065245,0.627894502618573,0.0526315789473684,15.823312582173,240855,631290,0.372105497381427,2.62103755371489,19,1.03357841468659,0.119214375309059,0.51842848982532,1832297,8632337,5.08821627611573,4.71121057339503,71,2.0518932596937,0.236668229211644,1.09230071183147,13.6741228278604,1356762,315953,0.799725322495557,4.29418932562755,71,1.91280964309409,0.220626130970192,1.07105513835793,2.1491897543126,9989099,2148250,2.94397079930564,4.64987734202258,71,2.0321053445416,0.23438586349076,1.09067318570472,-0.728351475943927,-0.728351475943927,-0.0463079099699671,0,-0.0350804637850198,point_10,session_3,10,3,1,age_T3_days,272,age_T3_mo,8.9,9.7,295.923076923077,35.6,1.16,2,0.120689655172414,10_3,boys,dyad 10,0.388504852067575,0.391985596746259,0.38616008809524,7
point_10|session_4,14.8551049416781,33930625,1696534,0.0500000810477261,1135769,0.669464331395657,0.024390243902439,9.95769350797571,221115,560765,0.330535668604343,2.53607851118196,41,0.959905908423607,0.110716885726464,0.479193920762909,1254916,4416980,2.60353167104225,3.51974156039129,41,1.63199548045213,0.188236633955154,0.840123271978769,7.87670414523018,1166946,345203,0.687841210373621,3.3804630898341,41,1.55920726109616,0.17984113925724,0.819318404119548,2.08098936274554,5583926,1600119,1.64568644070794,3.48969420399358,41,1.61661024447852,0.186462079388694,0.836227990060337,-0.58203385933123,-0.58203385933123,-0.0201846869212272,0,-0.0228090238229892,point_10,session_4,10,4,1,age_T4_days,305,age_T4_mo,10,10.7076923076923,326.461538461538,68.6,2.26,3,0.191810344827586,10_4,boys,dyad 10,0.392714043681498,0.397052764903734,0.39020349973201,7
point_10|session_5,6.05446222380882,33930625,1696535,0.0500001105196265,965472,0.569084634269261,0.0185185185185185,5.43133218340964,252180,731063,0.430915365730739,2.8989729558252,54,1.25573102059288,0.144837766587435,0.666039141214702,743680,2783224,1.64053438331658,3.742502151463,43,1.71040079119526,0.197280011804709,0.922241051513846,3.8070918648598,1187422,313969,0.699910110902516,3.78197210552634,42,1.72083909493408,0.198483980310463,0.94198609157975,1.62424031854984,3970646,1057649,1.17022224710955,3.75421902729545,43,1.71357016844861,0.197645572195685,0.928256213410052,-0.401899841990447,-0.401899841990447,0.00524554310577695,-0.0117647058823529,0.00304213756112395,point_10,session_5,10,5,1,age_t5_days,332,age_T5_mo,10.9,11.6,353.5,95.6,3.16,4,0.25,10_5,boys,dyad 10,0.393233226247495,0.397166683543277,0.392359013095163,7
point_10|session_6,10.4156944890121,33930625,1696533,0.0500000515758257,982209,0.578950718907325,0.0526315789473684,8.41050419697504,251504,714324,0.421049281092675,2.84020930084611,19,1.23020175642803,0.141893185667143,0.578782943663414,1213193,4745854,2.79738384104524,3.91187057623972,50,1.77249756135378,0.20444233984675,1.00784703788439,6.64383949020333,1261971,326154,0.743852904718034,3.86924888242977,49,1.74986967487063,0.201832407873209,1.01151584882135,1.76666470677172,6007825,1539347,1.77061837288164,3.902839970455,50,1.76776090175996,0.203896006925605,1.00863173106723,-0.579890892294633,-0.579890892294633,-0.00547757864872051,-0.0101010101010101,-0.00642405659763269,point_10,session_6,10,6,1,age_T6_days,363,age_T6_mo,11.9,12.775,389.916666666667,126.6,4.16,5,0.316810344827586,10_6,boys,dyad 10,0.390583267178702,0.392822516489048,0.393554470985194,7
point_10|session_7,8.46117680624726,33930625,1696534,0.0500000810477261,1053877,0.621194152312892,0.04,5.86297978548433,245657,642657,0.378805847687108,2.61607444526311,25,1.04652705818649,0.120707889902635,0.497967903541675,803609,2629542,1.54994948524462,3.27216594139687,45,1.5149117409125,0.174732032204838,0.724641937393537,4.09167254071768,1138343,348347,0.670981542368146,3.26784212294063,45,1.50683511527216,0.173800462943487,0.738649310146812,1.77130724476665,3767885,1151956,1.11046551380638,3.27085843556525,45,1.51251784752065,0.174455917203585,0.728898331603516,-0.395765528937322,-0.395765528937322,-0.00066113350529647,0,-0.00267283330627193,point_10,session_7,10,7,1,age_T7_days,388,age_T7_mo,12.7,13.7692307692308,419.846153846154,151.6,4.96,6,0.370689655172414,10_7,boys,dyad 10,0.385918683614498,0.385834757996503,0.39352236132996,7
point_11|session_1,27.8638150893744,33930625,1696536,0.0500001399915268,1210999,0.713806839347942,0.0526315789473684,13.678041014382,203822,485537,0.286193160652058,2.38216188635182,19,0.788528669801659,0.0909499960989344,0.39303975519122,1528473,5463765,3.22054173916734,3.57465588204698,59,1.6674489188012,0.192325882961602,0.839247091343256,11.2530352990606,1177430,349853,0.694020050267133,3.36549922395978,56,1.5607627012653,0.180020545894859,0.801694374203247,2.42500571532139,6641195,1878326,1.95728089471724,3.53569880840706,59,1.64816966069261,0.190102186453258,0.833570737449722,-0.645416224037993,-0.645416224037993,-0.0301371734338013,-0.0260869565217391,-0.0330480867092911,point_11,session_1,11,1,0,age_T1_days,245,age_T1_mo,8,7.74,236.4,8.59999999999999,0.26,0,0.0625,11_1,girls,dyad 11,0.342309672171557,0.350175194340767,0.343484130433939,7
point_11|session_2,11.9940503753933,33930625,1696534,0.0500000810477261,1115453,0.657489328242169,0.0303030303030303,6.54399816892998,234274,581081,0.342510671757831,2.4803477978777,33,0.913239444861171,0.105334310759314,0.430659387363671,752751,2697807,1.59018740561639,3.58393014423096,55,1.66701689426233,0.192276052648983,0.83603613445444,4.64273827573092,1104786,324884,0.65120180320583,3.40055527511358,54,1.57691992661857,0.181884142792634,0.79542236912196,1.90125989319906,3802593,1077635,1.12069460441111,3.52864652688526,55,1.64040987297129,0.189207161719206,0.825451470944472,-0.41893018790073,-0.41893018790073,-0.0262545997461029,-0.0091743119266055,-0.0277739588094985,point_11,session_2,11,2,0,age_T2_days,273,age_T2_mo,9,8.73846153846154,265.846153846154,36.6,1.26,1,0.122844827586207,11_2,girls,dyad 11,0.343522660933871,0.357377212258973,0.346238292571153,7
point_11|session_3,8.87584417625347,33930625,1696536,0.0500001399915268,1129311,0.665656962186479,0.0357142857142857,5.31892987791441,224865,567225,0.334343037813521,2.52251350810486,28,0.943337511854457,0.108805863767416,0.496936213923372,663932,2002122,1.1801234987056,3.01555279757566,31,1.34476134271448,0.155106648062199,0.686072691434024,3.529678698929,1014908,330333,0.598223674593407,3.07237847868666,31,1.3681797205939,0.157807756415447,0.735099040361235,1.78925117898541,3017030,994265,0.889173586649502,3.03443247021669,31,1.35268139443592,0.156020157869457,0.703236002856391,-0.327213849381677,-0.327213849381677,0.00933415285625426,0,0.00863209975186915,point_11,session_3,11,3,0,age_T3_days,305,age_T3_mo,10,9.7,295.923076923077,68.6,2.26,2,0.191810344827586,11_3,girls,dyad 11,0.346269923074994,0.363055813884129,0.349197352359661,7
point_11|session_4,11.2576955800447,33930625,1696534,0.0500000810477261,1184739,0.698329063844285,0.0588235294117647,6.46454146679823,215994,511795,0.301670936155715,2.36948711538283,17,0.791836374299627,0.0913315113471526,0.339377129704952,687016,2285554,1.34719021251563,3.32678423792168,42,1.55349703444879,0.179182513754843,0.690490488252529,4.46576070496976,1022966,325920,0.602974063590827,3.13870274914089,41,1.44458522996894,0.166620474387191,0.65008068426042,1.99878076182847,3308520,1012936,0.975082138053231,3.26626756280752,42,1.51935380494038,0.175244386062699,0.679521799358204,-0.381617158125083,-0.381617158125083,-0.0290900730536054,-0.0120481927710843,-0.0363271567870096,point_11,session_4,11,4,0,age_T4_days,336,age_T4_mo,11,10.7076923076923,326.461538461538,99.6,3.26,3,0.258620689655172,11_4,girls,dyad 11,0.35031571454719,0.365960815969171,0.351872146673889,7
point_11|session_5,16.0361850238132,33930625,1696537,0.0500001694634272,1190251,0.701576800270197,0.0625,9.69453431459689,212103,506286,0.298423199729803,2.38698179657996,16,0.813275641722547,0.0938043463411791,0.35102049330841,1076627,3812433,2.24718529569352,3.54108990393145,61,1.59894708155718,0.184424785552322,1.02044772689877,7.53019637122101,1095774,333806,0.64588865435885,3.28266717794168,61,1.47873533415815,0.170559395014603,0.925345903940788,2.16433794337588,4908207,1410433,1.44653697502619,3.47992921322743,61,1.57127268204064,0.181232781729933,1.00218550357677,-0.553493159518333,-0.553493159518333,-0.0378710324663007,0,-0.0390591786810758,point_11,session_5,11,5,0,age_t5_days,366,age_T5_mo,12,11.6,353.5,129.6,4.26,4,0.323275862068966,11_5,girls,dyad 11,0.355528189514938,0.366339470251178,0.354280941690589,7
point_11|session_6,11.2174187298874,33930625,1696535,0.0500001105196265,1107765,0.652957351307223,0.0454545454545455,6.2465784601797,227975,588770,0.347042648692777,2.58260774207698,22,1.01511448746735,0.117084720202183,0.477615629896122,796063,2574487,1.51749713386402,3.23402419155268,22,1.51434294104703,0.174666426035365,0.624922969766507,4.37265315827912,1103311,343268,0.650332000223986,3.21413880699628,22,1.49835672102132,0.172822553130477,0.632377622626259,1.87392530190057,3677798,1139331,1.083914567044,3.22803294213885,22,1.50959261152253,0.174118516405357,0.627167542918429,-0.400015444023843,-0.400015444023842,-0.0030838836674679,0,-0.00530627736544358,point_11,session_6,11,6,0,age_T6_days,396,age_T6_mo,13,12.775,389.916666666667,159.6,5.26,5,0.387931034482759,11_6,girls,dyad 11,0.362016591923223,0.36432536578726,0.356512967254856,7
point_11|session_7,10.0644288758622,33930625,1696534,0.0500000810477261,1037933,0.611796167951836,0.04,8.62682413175808,230499,658601,0.388203832048164,2.85728354569868,25,1.22291864683247,0.141053141652673,0.640438777878228,1120948,4470909,2.63531942183298,3.98850704939034,90,1.81660314556411,0.209529539419189,0.9960808865679,6.78849409581826,1210726,315179,0.713646764521076,3.84139171708775,84,1.74840925651813,0.201663961184395,0.997149052805281,1.83833003593982,5681635,1436127,1.67448309317703,3.95622044568482,90,1.80193607054025,0.207837818537895,0.996538453676124,-0.573810707657215,-0.573810707657215,-0.0187889188213298,-0.0344827586206897,-0.0191286540843875,point_11,session_7,11,7,0,age_T7_days,427,age_T7_mo,14,13.7692307692308,419.846153846154,190.6,6.26,6,0.454741379310345,11_7,girls,dyad 11,0.370061707072927,0.359730398514245,0.35863368754096,7
point_12|session_1,7.95499460412813,33930625,1696534,0.0500000810477261,1006453,0.593240689547041,0.0217391304347826,5.31258794257486,226598,690081,0.406759310452959,3.04539757632459,46,1.29280470081499,0.149113896550372,0.804784057894034,643437,2524357,1.48794954890382,3.92323879416322,49,1.71659566439139,0.197994537115708,1.06344054174403,3.65805898148188,1141759,296485,0.672995059338628,3.85098402954618,48,1.67649949086073,0.193369788560766,1.07802346532721,1.65452896109297,3666116,939922,1.08047230412123,3.90044705837293,49,1.70409808631727,0.196553049037192,1.06801915086054,-0.377128819710015,-0.377128819710015,-0.0092941463417641,-0.0103092783505155,-0.0118169905929696,point_12,session_1,12,1,0,age_T1_days,245,age_T1_mo,8,7.74,236.4,8.59999999999999,0.26,0,0.0625,12_1,girls,dyad 12,0.360272452500654,0.350218007415556,0.356498841859639,7
point_12|session_2,11.5389819264225,33930625,1696536,0.0500001399915268,1058597,0.623975559610878,0.0434782608695652,8.94580673073758,240767,637939,0.376024440389122,2.64961145007414,23,1.08051415330182,0.124628008836207,0.495011244626957,1017397,4459058,2.62833090485554,4.38281025007937,50,1.93643082848007,0.223350631423989,1.0650914479396,6.98978742481648,1247821,307417,0.735511064899301,4.05905008506361,48,1.82218819917128,0.21017372728862,1.03051455064827,1.9560193059211,5706879,1324814,1.68192098487742,4.30768319175371,50,1.91056862712376,0.220367649063871,1.05907442082343,-0.562695827263904,-0.562695827263904,-0.0383517556749859,-0.0204081632653061,-0.0303948414213649,point_12,session_2,12,2,0,age_T2_days,280,age_T2_mo,9.2,8.73846153846154,265.846153846154,43.6,1.46,1,0.137931034482759,12_2,girls,dyad 12,0.377651063771707,0.360546308483767,0.372104845998712,7
point_12|session_3,8.66560951711621,33930625,1696536,0.0500001399915268,802776,0.473185361230177,0.02,3.68822167024705,255532,893760,0.526814638769823,3.49764413067639,50,1.59220366046889,0.183646989962685,0.863232061944903,348872,2030414,1.19679983212853,5.81993969134812,77,2.2590631335769,0.260563491290363,1.22758671150953,2.27176646974579,1265971,234182,0.746209334785705,5.40592786806843,77,2.15171511560648,0.248181821238855,1.25527794937257,1.41645520050125,3296385,583054,0.971504583457115,5.65365300641107,77,2.21677468193065,0.255685882321213,1.23913080381931,-0.231903433609848,-0.231903433609848,-0.0368801628104375,0,-0.024337659230613,point_12,session_3,12,3,0,age_T3_days,309,age_T3_mo,10.1,9.7,295.923076923077,72.6,2.36,2,0.200431034482759,12_3,girls,dyad 12,0.384633255973598,0.365728638697516,0.37953087669147,7
point_12|session_4,9.04768351936744,33930625,1696536,0.0500001399915268,1029733,0.60696206859153,0.0208333333333333,6.24798328741772,237832,666803,0.39303793140847,2.80367234013926,48,1.19628582192182,0.137981274497435,0.617207976878738,679732,2996750,1.76639340397139,4.40872284959366,72,1.92875739551588,0.222465566968014,1.16855285932372,4.49420593488632,1169424,285178,0.689301022789967,4.10068097819607,72,1.81954111986994,0.209868409471589,1.14146373490366,1.75377735253141,4166174,964910,1.22784721338068,4.3176814417925,72,1.89716788001928,0.218821988210243,1.1624711799463,-0.438610101258373,-0.438610101258373,-0.0362001707324778,0,-0.0291375607352591,point_12,session_4,12,4,0,age_T4_days,337,age_T4_mo,11,10.7076923076923,326.461538461538,100.6,3.26,3,0.260775862068966,12_4,girls,dyad 12,0.38499650577703,0.367829710589531,0.381967305631963,7
point_12|session_5,11.5694504920266,33930625,1696536,0.0500001399915268,1035569,0.610402019173186,0.0476190476190476,8.45798958193072,244846,660967,0.389597980826814,2.69952133177589,21,1.10326336675548,0.127251934831675,0.566908940682614,952916,4316002,2.54400849731453,4.52925756310105,55,2.00562469173568,0.231331548078232,1.03594038789656,6.52982977970156,1274450,298751,0.751207165659909,4.26592714334011,55,1.9099650642224,0.220298033277373,1.02622490000752,1.92815980222916,5590452,1251667,1.64760783148722,4.46640520202258,55,1.98331678704986,0.228758523251295,1.03446549568416,-0.544061911273006,-0.544061911273006,-0.0299402944395351,0,-0.0244304519817786,point_12,session_5,12,5,0,age_t5_days,365,age_T5_mo,12,11.6,353.5,128.6,4.26,4,0.321120689655172,12_5,girls,dyad 12,0.379093476275082,0.367079147259205,0.379753247260367,7
point_12|session_6,7.68210119700646,33930625,1696534,0.0500000810477261,1159061,0.683193499216638,0.0526315789473684,8.78611762823435,226979,537473,0.316806500783362,2.36794152763031,19,0.783508422082763,0.0903709537280791,0.358476131888304,982525,3589174,2.11559214256832,3.65301035597059,31,1.72495361800078,0.198958555137222,0.710855845813549,6.67786846967197,1133127,336414,0.667907038703616,3.36825161854144,31,1.58317132509655,0.182605187808446,0.669046695838071,2.10824915856238,4722301,1318939,1.39174959063597,3.58037862251401,31,1.69015154692905,0.194944435740644,0.70292364882468,-0.520095394173307,-0.520095394173307,-0.0405566319078895,0,-0.0428588083409827,point_12,session_6,12,6,0,age_T6_days,393,age_T6_mo,12.9,12.775,389.916666666667,156.6,5.16,5,0.381465517241379,12_6,girls,dyad 12,0.366924167467754,0.363476948706541,0.372888701576681,7
point_12|session_7,13.2466131081788,33930625,1696535,0.0500001105196265,1095263,0.645588213623651,0.0163934426229508,5.26610086616373,232532,601272,0.354411786376349,2.58576023945091,61,0.981531902114654,0.11321125798858,0.614457899807707,593590,2108414,1.24277660054169,3.55197021513166,63,1.6210862515189,0.186978348280939,0.93293076246805,3.5065893638819,1057945,307638,0.623591614673437,3.43892822083098,63,1.56224247382486,0.180191224924897,0.921446404936865,1.75951150228183,3166359,901228,0.933184107607565,3.51338285095448,63,1.60127680679214,0.184693499308898,0.929424258217336,-0.331759285665334,-0.331759285665334,-0.0161698807865908,0,-0.018484983101356,point_12,session_7,12,7,0,age_T7_days,432,age_T7_mo,14.2,13.7692307692308,419.846153846154,195.6,6.46,6,0.46551724137931,12_7,girls,dyad 12,0.339531592046733,0.353707481566878,0.355577546525878,7
point_13|session_1,13.5323735645181,33930625,1696533,0.0500000515758257,1165680,0.687095388064954,0.0476190476190476,18.0932499204111,219499,530853,0.312904611935046,2.41847571059549,21,0.847831361608305,0.0977900512485175,0.378961489689535,1944580,8326563,4.90798764303435,4.28193388803752,66,1.98078493912536,0.228466496381918,0.875635150698008,15.685251849382,1278293,341248,0.753473701955694,3.74593550731433,66,1.76650278576719,0.203750894073002,0.805892971927769,2.40799807102908,9604856,2285828,2.83073067249502,4.20191545470613,66,1.95083904951681,0.225012495725528,0.869754952989362,-0.73382359922939,-0.73382359922939,-0.0667672023953871,0,-0.0571832666957292,point_13,session_1,13,1,0,age_T1_days,242,age_T1_mo,7.9,7.74,236.4,5.59999999999999,0.16,0,0.0560344827586207,13_1,girls,dyad 13,0.346700967015137,0.349223483721468,0.343759893072064,7
point_13|session_2,12.2596462437229,33930625,1696535,0.0500001105196265,1155894,0.68132635047317,0.05,8.48932655865907,220975,540641,0.31867364952683,2.44661613304673,20,0.868903116935897,0.100220496885103,0.420156169695977,1032775,3446763,2.03164862499153,3.33738035874222,61,1.56148377000923,0.180103714969058,0.702517474821422,6.37532669553364,1142915,349011,0.673676051481402,3.27472486540539,61,1.52179143501061,0.175525545713411,0.705973077342273,2.11399986312544,4589678,1381786,1.35266233823646,3.32155485726444,61,1.55160061809437,0.178963778448643,0.703438487867985,-0.501962882799186,-0.501962882799186,-0.00947587662519578,0,-0.012873432424714,point_13,session_2,13,2,0,age_T2_days,270,age_T2_mo,8.9,8.73846153846154,265.846153846154,33.6,1.16,1,0.116379310344828,13_2,girls,dyad 13,0.351746541669775,0.35719643798204,0.350690032378473,7
