.id,Nn.pct,Nsize,Nradius,emLag.method,emLag,emDim,Nn.mean,Nn.sd,Nn.min,Nn.max,Nns.f,subject
session_1,0.956120306194162,Auto,0.532772660305165,global.minimum,77,3,11.6133393900227,6.05842950176044,0,58.6946675671135,NN radius = 0.5328,p1
session_2,1.46549339572086,Auto,0.589135164244792,global.minimum,148,3,11.7162816329444,7.32555609993692,0,105.227823802542,NN radius = 0.5891,p1
session_3,0.708909109700409,Auto,0.809666282085574,global.minimum,367,3,16.976564119446,10.2930164848266,0,122.91953172915,NN radius = 0.8097,p1
session_4,0.60325267849965,Auto,1.13531866137326,global.minimum,489,3,24.9596539951879,13.9234281997089,0,176.367829607696,NN radius = 1.1353,p1
session_5,0.639723593449296,Auto,0.843051809777143,global.minimum,272,3,18.2262509585847,10.3031865799032,0,115.628722508249,NN radius = 0.8431,p1
session_1,2.07487960627826,Auto,0.232288971660688,global.minimum,228,3,4.1972663905461,3.59423212035362,0,38.7137497386351,NN radius = 0.2323,p2
session_2,1.7572992705496,Auto,0.375011825274941,global.minimum,350,3,7.0142610106301,5.04136821699099,0,63.3103805544734,NN radius = 0.375,p2
session_3,3.21757233538196,Auto,0.519709116488241,global.minimum,201,3,10.036424257764,8.2609962746941,0,92.3445852715738,NN radius = 0.5197,p2
session_4,1.10314699843645,Auto,0.589521397619846,global.minimum,285,3,11.6786607393035,8.09849635802985,0,122.486946027092,NN radius = 0.5895,p2
session_5,0.614784268643809,Auto,0.547049174456029,global.minimum,414,3,11.8177324003788,6.80453429760159,0,100.668850226875,NN radius = 0.547,p2
session_1,1.0745610969091,Auto,0.558146679193902,global.minimum,94,3,11.5497334688018,7.17185587252839,0,120.405532144469,NN radius = 0.5581,p1
session_2,1.1518519747675,Auto,0.92191582409787,global.minimum,77,3,19.1582314953744,11.8862531791139,0,147.851748496515,NN radius = 0.9219,p1
session_3,0.673397140886804,Auto,0.501621148592706,global.minimum,155,3,10.632888410578,5.88156685473067,0,76.8668889892239,NN radius = 0.5016,p1
session_4,0.725680434731908,Auto,0.699489932494481,global.minimum,236,3,14.7558581990696,9.13397024253532,0,148.964328770887,NN radius = 0.6995,p1
session_5,1.34393726137751,Auto,0.847097210319042,global.minimum,222,3,16.5167860295143,12.7514129068495,0,229.299387418328,NN radius = 0.8471,p1
session_1,0.72368946758491,Auto,0.419057071103571,global.minimum,140,3,8.73658411243177,5.25325022987503,0,65.4738407502026,NN radius = 0.4191,p2
session_2,0.616420065859399,Auto,0.461029746288259,global.minimum,487,3,10.075906470696,5.80382781502687,0,58.7364240173269,NN radius = 0.461,p2
session_3,0.714787948049936,Auto,0.387449150860239,global.minimum,300,3,8.11335296253066,5.0812025442491,0,57.0931387697481,NN radius = 0.3874,p2
session_4,1.10646663576049,Auto,0.674789078473405,global.minimum,838,3,11.8222614616573,12.3945716601737,0,206.20394026613,NN radius = 0.6748,p2
session_5,0.970903998755251,Auto,0.52352607856103,global.minimum,477,3,10.4583424914082,7.78784390134835,0,112.726568050892,NN radius = 0.5235,p2
session_1,0.548933205280304,Auto,0.741865095013091,global.minimum,216,3,15.9922924294826,8.60230627693202,0,122.853438384807,NN radius = 0.7419,p1
session_2,0.730354595981117,Auto,0.525497034465558,global.minimum,207,3,11.4174653439196,6.17700154430689,0,74.0229281518059,NN radius = 0.5255,p1
session_3,0.62306997489365,Auto,0.676400709187422,global.minimum,414,3,14.7202574600608,8.05892080231467,0,134.272116515533,NN radius = 0.6764,p1
session_4,0.66522111367143,Auto,0.865781770454685,global.minimum,208,3,18.8560545257806,10.5911503510644,0,136.260865112378,NN radius = 0.8658,p1
session_5,1.00957053004403,Auto,1.16838963532501,global.minimum,147,3,23.4822232168334,16.5491517736978,0,236.155558012411,NN radius = 1.1684,p1
session_6,0.887089465892499,Auto,0.766776040770448,global.minimum,66,3,16.126562607963,9.74932207413875,0,143.508501620785,NN radius = 0.7668,p1
session_7,1.17558565877888,Auto,0.903333957167838,global.minimum,86,3,17.9254810092406,13.2609855621466,0,202.788526476835,NN radius = 0.9033,p1
session_1,0.679636799912745,Auto,0.594508517243886,global.minimum,128,3,12.2313466596062,7.75250760762406,0,104.914975175936,NN radius = 0.5945,p2
session_2,1.31595101565096,Auto,0.581132132315556,global.minimum,111,3,11.2383029002931,8.57911772209664,0,114.994087047871,NN radius = 0.5811,p2
session_3,0.954755158417771,Auto,0.426945445600943,global.minimum,113,3,8.87601850155892,5.66809126964854,0,62.7585944213715,NN radius = 0.4269,p2
session_4,0.78173216160531,Auto,0.458095268438553,global.minimum,215,3,9.67960009277302,6.0271167770299,0,63.4098950434184,NN radius = 0.4581,p2
session_5,0.60489989202312,Auto,0.337444139085971,global.minimum,278,3,7.01615860324459,4.26687906401645,0,60.7435637525251,NN radius = 0.3374,p2
session_6,0.595714214755146,Auto,0.374164733653119,global.minimum,211,3,7.95874105745359,4.79698541095216,0,62.318595856466,NN radius = 0.3742,p2
session_7,0.481330945027305,Auto,0.341613821412583,global.minimum,75,3,7.42800148095274,3.92687413645742,0,41.7334577475077,NN radius = 0.3416,p2
session_1,0.812549032948015,Auto,0.61823984221057,global.minimum,244,3,12.6516318855859,6.97466285805872,0,105.852587605523,NN radius = 0.6182,p1
session_2,0.791585420877245,Auto,0.654807173734946,global.minimum,127,3,13.2197241611246,9.20410203081299,0,156.699919066872,NN radius = 0.6548,p1
session_3,2.0538142055604,Auto,0.779428577382243,global.minimum,231,3,16.6775552298617,9.88375486495085,0,109.243402844232,NN radius = 0.7794,p1
session_4,0.793238018982897,Auto,0.610935962447542,global.minimum,250,3,12.8814972434092,7.01268857580198,0,101.836469709032,NN radius = 0.6109,p1
session_5,0.806941654064775,Auto,0.818007570987368,global.minimum,177,3,17.6526104498035,9.97180294815862,0,164.00663767834,NN radius = 0.818,p1
session_6,0.806058058964163,Auto,0.900059117739142,global.minimum,235,3,19.3402296029536,10.4401821772071,0,118.167392825389,NN radius = 0.9001,p1
session_7,0.581921658370822,Auto,0.851250400442817,global.minimum,126,3,18.5250226506527,9.60165027099107,0,112.721330810495,NN radius = 0.8513,p1
session_1,0.715767892288338,Auto,0.331827579594557,global.minimum,80,3,6.97911707917852,4.06427130248978,0,44.43631060699,NN radius = 0.3318,p2
session_2,1.45631126029029,Auto,0.478269705279097,global.minimum,182,3,9.15409139607987,6.84348762977128,0,82.989217866816,NN radius = 0.4783,p2
session_3,1.57146674101438,Auto,0.378073549519125,global.minimum,512,3,7.58704574649453,5.70062711263918,0,70.6641449306188,NN radius = 0.3781,p2
session_4,1.5896917462824,Auto,0.474338936364935,global.minimum,299,3,9.09539205268074,7.30523533925386,0,83.4734442895043,NN radius = 0.4743,p2
session_5,0.870597171156741,Auto,0.336154771898343,global.minimum,213,3,7.0230303983003,4.46320132965116,0,46.600147513458,NN radius = 0.3362,p2
session_6,1.07282367092592,Auto,0.543156837266601,global.minimum,286,3,11.0155042336692,7.76796824975504,0,146.859031100295,NN radius = 0.5432,p2
session_7,1.11746131816448,Auto,0.697183920092452,global.minimum,88,3,12.9134675909375,10.7565207240059,0,180.901633244032,NN radius = 0.6972,p2
session_1,0.841005904325204,Auto,0.724945045762678,global.minimum,56,3,15.74835574245,8.15286242164273,0,82.4909489202497,NN radius = 0.7249,p1
session_2,0.624539362141407,Auto,0.820131160395497,global.minimum,370,3,17.1579995314682,9.7497469051054,0,147.578967171104,NN radius = 0.8201,p1
session_3,0.538506276463094,Auto,0.987929981304804,global.minimum,347,3,20.5526427969304,12.0161144226831,0,178.494493077936,NN radius = 0.9879,p1
session_4,0.622079741278004,Auto,0.643698736895309,global.minimum,63,3,14.0096487303317,6.95168521645888,0,70.7083919569339,NN radius = 0.6437,p1
session_5,0.967416034649567,Auto,0.827809909721615,global.minimum,230,3,17.0301211136637,9.94746676744438,0,120.908373855308,NN radius = 0.8278,p1
session_6,0.858991725854873,Auto,1.29791521827259,global.minimum,156,3,26.1083645130204,17.0263933127682,0,206.518187135474,NN radius = 1.2979,p1
session_7,0.616669468336673,Auto,1.31482370485932,global.minimum,59,3,28.1587550806934,15.8581309680954,0,222.865289445816,NN radius = 1.3148,p1
session_1,0.752322615107357,Auto,0.344752867033879,global.minimum,230,3,7.1776616391217,4.44820628502689,0,63.8804000311843,NN radius = 0.3448,p2
session_2,0.894000056210349,Auto,0.678295572867692,global.minimum,287,3,13.3803822173348,8.65414848737349,0,155.410042555335,NN radius = 0.6783,p2
session_3,0.573835967464699,Auto,0.62868050134773,global.minimum,225,3,13.2742908842252,7.49491611657517,0,87.9362257221335,NN radius = 0.6287,p2
session_4,0.746244983446437,Auto,0.370760380856747,global.minimum,330,3,7.6202469378682,4.63407488326104,0,62.0292548500734,NN radius = 0.3708,p2
session_5,2.31107393444763,Auto,0.602078730086275,global.minimum,309,3,10.1769739590692,9.86819690046616,0,159.515701476363,NN radius = 0.6021,p2
session_6,0.795309083483172,Auto,0.488519042950606,global.minimum,228,3,9.67019237457334,6.27063352003939,0,76.0928553396459,NN radius = 0.4885,p2
session_7,0.560565724648957,Auto,0.563309534283342,global.minimum,126,3,12.1170923421461,6.54900754605996,0,66.9316969883675,NN radius = 0.5633,p2
session_1,0.550612719941266,Auto,1.2932379505968,global.minimum,277,3,27.9276414276262,15.3102566200783,0,167.878153977374,NN radius = 1.2932,p1
session_2,1.34264057851607,Auto,0.64310567663064,global.minimum,284,3,13.2663256938844,8.45765345678127,0,91.8163310780962,NN radius = 0.6431,p1
session_3,0.438935720783242,Auto,0.919146574589045,global.minimum,166,3,19.8348482592629,9.55323680111351,0,116.268863154838,NN radius = 0.9191,p1
session_4,0.823371956185224,Auto,0.686603388004443,global.minimum,130,3,14.5402573966809,8.19698521713315,0,154.033921789843,NN radius = 0.6866,p1
session_5,0.812610422472908,Auto,0.765101435396196,global.minimum,97,3,16.3500418073043,9.35974448980205,0,104.741909467706,NN radius = 0.7651,p1
session_6,0.714515670400282,Auto,0.664468421261723,global.minimum,172,3,14.4674972233356,7.64833373620964,0,79.005012609441,NN radius = 0.6645,p1
session_7,0.88455079002247,Auto,0.749496650728402,global.minimum,277,3,16.2783735741181,9.15475524995888,0,100.490616578837,NN radius = 0.7495,p1
session_1,0.587786388544725,Auto,0.465894367364486,global.minimum,180,3,9.8946971632507,5.98696237233174,0,82.1787450273416,NN radius = 0.4659,p2
session_2,1.1018667894371,Auto,0.479850947694886,global.minimum,173,3,9.1201380952998,6.67109286750878,0,105.24492564578,NN radius = 0.4799,p2
session_3,0.56193638117457,Auto,0.473335368160788,global.minimum,232,3,10.0442902862194,5.62993520438624,0,63.1403145647729,NN radius = 0.4733,p2
session_4,1.35397994594076,Auto,0.414029363569877,global.minimum,225,3,7.88440826803221,5.35985507162604,0,80.4727781552796,NN radius = 0.414,p2
session_5,1.28192425866283,Auto,0.498253441400654,global.minimum,308,3,9.91631380902627,7.76563811398623,0,120.915968074439,NN radius = 0.4983,p2
session_6,1.71987391569141,Auto,0.470958846291946,global.minimum,168,3,9.25475508314219,7.0255460839595,0,96.2590963138973,NN radius = 0.471,p2
session_7,0.813057412241241,Auto,0.568451659557481,global.minimum,110,3,12.0682838563137,7.15795061867854,0,96.3935164431797,NN radius = 0.5685,p2
session_1,1.07067800620516,Auto,0.970282129930918,global.minimum,123,3,20.5434054433398,12.2379679116017,0,150.806352481433,NN radius = 0.9703,p1
session_2,1.07796315018215,Auto,0.743460139809947,global.minimum,186,3,16.1509348493582,8.89484327325417,0,118.5609776522,NN radius = 0.7435,p1
session_3,1.17870925527795,Auto,0.542034985026158,global.minimum,164,3,11.7265975900427,6.36041832518816,0,67.0289448783408,NN radius = 0.542,p1
session_4,1.4558487541717,Auto,0.635281603102244,global.minimum,263,3,12.8349859066552,8.8971682051588,0,150.579621492841,NN radius = 0.6353,p1
session_5,0.970045987705555,Auto,0.634162740249759,global.minimum,333,3,13.5155849401454,7.43224979613749,0,79.5983796983617,NN radius = 0.6342,p1
session_6,2.65376163991454,Auto,0.63045423837561,global.minimum,126,3,13.2333018457156,7.64762030318711,0,81.6201657988023,NN radius = 0.6305,p1
session_7,0.891110974423125,Auto,1.04138574372135,global.minimum,143,3,21.6326895072173,13.7331625488244,0,171.420661415853,NN radius = 1.0414,p1
session_1,0.790761725036098,Auto,0.56580573985726,global.minimum,273,3,11.5830656585338,8.20565869232799,0,140.413996618869,NN radius = 0.5658,p2
session_2,0.656381062183613,Auto,0.427043102860596,global.minimum,284,3,9.17418658008551,5.41464952659252,0,55.5366951997496,NN radius = 0.427,p2
session_3,1.51348488610169,Auto,0.26759308623388,global.minimum,443,3,5.23819417096798,3.85557830201942,0,41.4491284803034,NN radius = 0.2676,p2
session_4,3.4354795109191,Auto,0.313814493437327,global.minimum,219,3,5.97959349957604,4.30575392449762,0,44.6817773414962,NN radius = 0.3138,p2
session_5,0.751773868444713,Auto,0.258869049257747,global.minimum,292,3,5.18355959897268,3.12058851174486,0,40.7382714724097,NN radius = 0.2589,p2
session_6,1.80716419082331,Auto,0.348472319849192,global.minimum,263,3,6.51691219367413,4.82167021876354,0,59.6743103678052,NN radius = 0.3485,p2
session_7,0.675039666345425,Auto,0.365247473150693,global.minimum,142,3,7.5270836512494,4.58717972826888,0,70.9925280984608,NN radius = 0.3652,p2
session_1,0.580103078646036,Auto,0.71441792608988,global.minimum,126,3,15.6592939779415,7.92855255265069,0,95.1941487540632,NN radius = 0.7144,p1
session_2,1.01804839510398,Auto,0.733327499628147,global.minimum,79,3,15.4107263745307,9.35461114170034,0,123.019917804357,NN radius = 0.7333,p1
session_3,0.769442679678245,Auto,0.814865702877805,global.minimum,144,3,17.2473443675319,9.68566710457686,0,97.2605480617799,NN radius = 0.8149,p1
session_4,0.782628180636825,Auto,0.46490211305066,global.minimum,300,3,9.71312940420648,5.41649351171043,0,79.7974513323331,NN radius = 0.4649,p1
session_5,1.09717215719172,Auto,0.569004444028051,global.minimum,182,3,12.1109022204667,6.53434156242083,0,66.9016534469906,NN radius = 0.569,p1
session_6,0.495672027899368,Auto,0.862422914966902,global.minimum,285,3,18.6699853602895,10.0024585643265,0,124.379197241035,NN radius = 0.8624,p1
session_1,0.633811775446217,Auto,0.268954464756124,global.minimum,245,3,5.63360522319001,3.51460837961501,0,41.3787454969741,NN radius = 0.269,p2
session_2,0.910715821171856,Auto,0.284055975760456,global.minimum,178,3,5.90936060343811,3.55152920346291,0,34.7939367221828,NN radius = 0.2841,p2
session_3,1.38468440491373,Auto,0.299032313670384,global.minimum,282,3,5.1514947277197,3.78598187435871,0,84.0968085216039,NN radius = 0.299,p2
session_4,0.975593103839775,Auto,0.289342797053734,global.minimum,105,3,5.91976612125525,3.82017551667995,0,47.1902959459006,NN radius = 0.2893,p2
session_5,1.32137353251818,Auto,0.257150880420307,global.minimum,203,3,4.98513430815263,3.6267497669996,0,42.3627391326352,NN radius = 0.2572,p2
session_6,0.651981409992997,Auto,0.400966887073495,global.minimum,169,3,8.41082670693569,5.24432723501554,0,72.9017141729589,NN radius = 0.401,p2
session_1,0.816027548928395,Auto,0.543097690484229,global.minimum,157,3,11.8286712896977,6.23491305984961,0,64.139249379898,NN radius = 0.5431,p1
session_2,0.580762081568179,Auto,0.940791905495312,global.minimum,108,3,20.6127882023441,10.254480135357,0,95.8659569289639,NN radius = 0.9408,p1
session_3,0.799045769673876,Auto,0.62397581564986,global.minimum,106,3,13.3580768917473,7.23066946967266,0,80.8879071317163,NN radius = 0.624,p1
session_4,0.833271377977237,Auto,1.00464200859965,global.minimum,70,3,21.367066850184,12.5210273574914,0,170.545241327304,NN radius = 1.0046,p1
session_5,1.31560885927952,Auto,0.577766568831641,global.minimum,181,3,12.5232037286013,6.58837232430695,0,59.7417113487303,NN radius = 0.5778,p1
session_6,1.11414319421769,Auto,0.904111485109135,global.minimum,365,3,18.7482129813148,11.3363458813057,0,209.38268356861,NN radius = 0.9041,p1
session_7,0.780821654274199,Auto,0.942858187334301,global.minimum,110,3,20.2884909934208,10.8478159767683,0,141.233498650749,NN radius = 0.9429,p1
session_1,2.72367738875419,Auto,0.634010197643414,global.minimum,105,3,10.8150872661945,11.3970633103724,0,148.899470499358,NN radius = 0.634,p2
session_2,0.996299480686603,Auto,0.412230900996238,global.minimum,208,3,8.41050338160493,5.41856679820514,0,80.2198971640588,NN radius = 0.4122,p2
session_3,1.03762069321058,Auto,0.542881500316748,global.minimum,268,3,10.9290858967936,7.51205083796285,0,96.3776872332649,NN radius = 0.5429,p2
session_4,0.846832337540742,Auto,0.699411435338928,global.minimum,223,3,13.9904668365506,9.69065045623277,0,130.59437559887,NN radius = 0.6994,p2
session_5,0.939228117605522,Auto,0.334558585752179,global.minimum,267,3,6.71462761955279,4.79802543706152,0,58.5160749027525,NN radius = 0.3346,p2
session_6,0.814575548023563,Auto,0.571710052494138,global.minimum,323,3,12.0705563225825,7.40489780911168,0,84.7339258327062,NN radius = 0.5717,p2
session_7,0.907730641850175,Auto,0.579626206467795,global.minimum,280,3,11.4150684344349,8.28568180069498,0,147.125010985558,NN radius = 0.5796,p2
session_1,0.718602821648901,Auto,0.725900689886049,global.minimum,48,3,15.6122101828576,8.54627354534763,0,92.3354174922699,NN radius = 0.7259,p1
session_2,0.57991919216152,Auto,1.07127701447348,global.minimum,96,3,23.1239011814766,11.7608032394512,0,125.578879593775,NN radius = 1.0713,p1
session_3,0.696433588405547,Auto,0.918593919555563,global.minimum,218,3,20.0229443084726,10.5545799812966,0,109.639965817724,NN radius = 0.9186,p1
session_4,0.569322789279485,Auto,0.917580318029715,global.minimum,156,3,20.0090818558102,10.5473860585099,0,110.699335729659,NN radius = 0.9176,p1
session_5,0.484193775688758,Auto,0.852208612352648,global.minimum,84,3,18.7844123202739,9.26220687818962,0,94.4929091937697,NN radius = 0.8522,p1
session_6,0.469710926447628,Auto,1.07749169140232,global.minimum,282,3,23.1982964768464,12.2282538362626,0,176.293480560987,NN radius = 1.0775,p1
session_7,0.509563447616652,Auto,0.878569361252293,global.minimum,152,3,19.0800895483077,9.98620415175823,0,102.276582027276,NN radius = 0.8786,p1
session_1,0.717613644986495,Auto,0.802903917938563,global.minimum,419,3,16.40505297754,11.6446409209157,0,180.947474232986,NN radius = 0.8029,p2
session_2,0.711714212945223,Auto,0.567243139924251,global.minimum,123,3,11.6409438462928,6.61339301096584,0,80.6458384293172,NN radius = 0.5672,p2
session_3,1.17354254915858,Auto,0.456376424196198,global.minimum,479,3,9.50990872904271,6.80393605160791,0,87.7509629680001,NN radius = 0.4564,p2
session_4,0.602364431396164,Auto,0.408886697144453,global.minimum,178,3,8.5742496449502,4.76672422107124,0,55.6414420960167,NN radius = 0.4089,p2
session_5,0.753952508074848,Auto,0.658174125564436,global.minimum,229,3,13.2314331044944,9.79410246861028,0,190.053474570428,NN radius = 0.6582,p2
session_6,0.628879389790743,Auto,0.487341046693747,global.minimum,287,3,10.1677421039179,6.05917842098075,0,96.9527807424121,NN radius = 0.4873,p2
session_7,1.08422461347637,Auto,0.564920026118135,global.minimum,185,3,11.607467922837,7.89507720608897,0,89.7890376371661,NN radius = 0.5649,p2
session_1,0.907604000306883,Auto,0.556248812149768,global.minimum,198,3,11.7030538203709,6.35823755599213,0,65.2089931069763,NN radius = 0.5562,p1
session_2,1.08106337029652,Auto,0.709766009986845,global.minimum,120,3,15.0347995671221,8.5639342786625,0,94.5359825659718,NN radius = 0.7098,p1
session_3,2.27224299968655,Auto,0.737490033642777,global.minimum,166,3,15.5388835137299,8.75474584699836,0,90.7180316669152,NN radius = 0.7375,p1
session_4,1.05622817791124,Auto,0.605686235760111,global.minimum,105,3,13.0409413958673,7.18987023174279,0,78.8772038826726,NN radius = 0.6057,p1
session_5,1.34247762874863,Auto,0.661897972031146,global.minimum,260,3,14.1518111815934,8.72854678322946,0,136.415258619863,NN radius = 0.6619,p1
session_6,0.927175097670747,Auto,0.781024009180514,global.minimum,134,3,16.4286245005607,9.87734539484885,0,141.859230665474,NN radius = 0.781,p1
session_7,2.27948455936183,Auto,2.33223804092321,global.minimum,200,3,43.9369397378268,36.8564466998078,0,429.476478455303,NN radius = 2.3322,p1
session_1,1.16752279882042,Auto,0.532646193815379,global.minimum,309,3,10.7114941340826,7.05473050909555,0,82.5071466955726,NN radius = 0.5326,p2
session_2,1.01294425205826,Auto,0.483747794903025,global.minimum,468,3,9.30115576136415,6.03091708072422,0,88.0925312082325,NN radius = 0.4837,p2
session_3,2.73661387758611,Auto,0.507213397244161,global.minimum,139,3,9.59967981897145,7.79707044998558,0,83.4731307386472,NN radius = 0.5072,p2
session_4,0.887501907706146,Auto,0.483115410486578,global.minimum,342,3,9.75091315778982,6.85483943759294,0,110.14401638038,NN radius = 0.4831,p2
session_5,0.821060541439233,Auto,0.509958207664148,global.minimum,220,3,10.8356506504405,6.69699186556877,0,68.4341718283527,NN radius = 0.51,p2
session_6,0.501365815884061,Auto,0.381445732905889,global.minimum,82,3,8.26001832567358,4.28625209519051,0,46.7646848993396,NN radius = 0.3814,p2
session_7,1.85071574103671,Auto,3.75721002588414,global.minimum,292,3,72.8067272598524,57.8561588218953,0,837.744558174651,NN radius = 3.7572,p2
session_1,0.420756854653425,Auto,0.863095460228587,global.minimum,124,3,18.8969253516489,9.14404393916473,0,94.6119098816065,NN radius = 0.8631,p1
session_2,0.425006092262703,Auto,0.981091688050447,global.minimum,422,3,21.1934687831337,10.2170717107583,0,102.048407445632,NN radius = 0.9811,p1
session_3,0.75551653904787,Auto,0.891789036487147,global.minimum,240,3,18.5196538980366,11.3282858081861,0,153.433457477279,NN radius = 0.8918,p1
session_4,0.468926087265369,Auto,1.12031653594559,global.minimum,247,3,24.5542923909461,12.5643860795117,0,141.487755262643,NN radius = 1.1203,p1
session_5,0.441294561129048,Auto,1.28676061795892,global.minimum,184,3,27.9855289418905,14.0524550508798,0,166.610445401881,NN radius = 1.2868,p1
session_6,0.449549541595537,Auto,1.00733257918866,global.minimum,126,3,21.8861059931248,11.5010179506752,0,196.825322919889,NN radius = 1.0073,p1
session_7,0.596627544832127,Auto,0.900684938210194,global.minimum,144,3,19.717077597708,10.0656682042397,0,96.2446196771269,NN radius = 0.9007,p1
session_1,1.0663371100457,Auto,0.767463261053177,global.minimum,535,3,14.2478729824354,13.1747445133636,0,209.047944422728,NN radius = 0.7675,p2
session_2,0.653896747746564,Auto,0.516957967264865,global.minimum,216,3,11.0763128432925,6.20023664949025,0,62.3746690228898,NN radius = 0.517,p2
session_3,0.690860947462531,Auto,0.520212532770843,global.minimum,144,3,10.8206122056784,6.20980662842425,0,67.4524519048756,NN radius = 0.5202,p2
session_4,0.581428826037482,Auto,0.610396598604879,global.minimum,191,3,13.061858590966,7.41346876440035,0,86.9153316915563,NN radius = 0.6104,p2
session_5,0.434824284852041,Auto,0.510569983560374,global.minimum,123,3,11.1082451094501,5.58209670809211,0,55.4892669892477,NN radius = 0.5106,p2
session_6,0.633927056670557,Auto,0.498896137853527,global.minimum,120,3,10.4037677946155,6.43259132019709,0,118.688539743237,NN radius = 0.4989,p2
session_7,0.944052484453988,Auto,0.671212018890555,global.minimum,220,3,13.9618893576133,8.96089132678321,0,95.2712402293318,NN radius = 0.6712,p2
session_1,0.570996870998897,Auto,0.806467048158325,global.minimum,210,3,17.0456710663507,9.01925580504091,0,102.551188109465,NN radius = 0.8065,p1
session_2,0.669578030063122,Auto,0.948958140826926,global.minimum,293,3,20.7409719373416,10.8425185348302,0,159.369587532807,NN radius = 0.949,p1
session_3,0.597029936068425,Auto,0.811424079339195,global.minimum,173,3,17.4305683132456,9.26313458932328,0,99.4841967759097,NN radius = 0.8114,p1
session_4,0.555394932995303,Auto,0.813556856837363,global.minimum,292,3,17.3930992885542,9.60233992065415,0,126.250431238615,NN radius = 0.8136,p1
session_5,0.473031118729359,Auto,1.08899519113211,global.minimum,187,3,23.8549903081068,11.6674147206229,0,118.375660680909,NN radius = 1.089,p1
session_6,0.450647133193436,Auto,0.826512012794514,global.minimum,474,3,18.2366915278958,9.23788549417738,0,85.7730076167191,NN radius = 0.8265,p1
session_7,2.45121120528592,Auto,1.19769581839223,global.minimum,202,3,25.0055834104324,15.1950448254538,0,169.890204013144,NN radius = 1.1977,p1
session_1,0.675329175188261,Auto,0.433886387406977,global.minimum,335,3,9.14660092260194,5.26097091467731,0,60.1611327348344,NN radius = 0.4339,p2
session_2,0.939374805374576,Auto,0.561938104360202,global.minimum,226,3,11.5636183285142,7.80394332390424,0,81.1192199456202,NN radius = 0.5619,p2
session_3,0.555163064006002,Auto,0.50235553688087,global.minimum,148,3,10.7908193314177,5.89672730620201,0,59.9362415624632,NN radius = 0.5024,p2
session_4,0.986114770321614,Auto,0.428642523125893,global.minimum,120,3,8.84457179086998,5.62394705884761,0,78.5953106602354,NN radius = 0.4286,p2
session_5,0.901808889702074,Auto,0.375198831743435,global.minimum,102,3,7.81815970509243,4.79964895511529,0,54.4630293069431,NN radius = 0.3752,p2
session_6,0.524158178171683,Auto,0.600360221311166,global.minimum,190,3,12.6202045129661,7.3230828357093,0,96.7542690290917,NN radius = 0.6004,p2
session_7,1.06012862791106,Auto,0.38812397748229,global.minimum,199,3,7.93471595634806,5.22422331806158,0,68.5654068286409,NN radius = 0.3881,p2
